_time;dvc_name;src_ip;dest_ip;dest_port;application
2026-06-17T10:28:22.100+0000;IE1ENSFW01;10.204.249.235;10.175.217.124;10009;web-browsing
2026-06-17T10:21:23.100+0000;IE1ENSFW01;10.204.249.235;10.175.217.149;10005;web-browsing
2026-06-17T12:29:39.100+0000;IE1ENSFW01;10.118.85.94;10.175.189.59;49399;non-syn-tcp
2026-06-17T12:29:39.100+0000;IE1ENSFW01;10.118.85.94;10.175.189.91;51690;non-syn-tcp
2026-06-17T12:29:05.100+0000;IE1ENSFW01;10.118.85.94;10.175.189.184;29991;non-syn-tcp
2026-06-17T12:29:36.100+0000;IE1ENSFW01;10.118.85.74;10.175.189.59;48981;non-syn-tcp
2026-06-17T12:29:36.100+0000;IE1ENSFW01;10.118.85.74;10.175.189.91;36972;non-syn-tcp
2026-06-17T12:28:30.100+0000;IE1ENSFW01;10.118.85.74;10.175.189.184;24423;non-syn-tcp
2026-06-17T12:29:35.100+0000;IE1ENSFW01;10.204.249.181;10.175.218.214;3000;web-browsing
2026-06-17T11:14:33.100+0000;IE1ENSFW01;10.204.249.181;10.175.217.101;8830;web-browsing
2026-06-17T11:04:46.100+0000;IE1ENSFW01;10.204.249.181;10.175.216.101;40081;web-browsing
2026-06-17T10:33:48.100+0000;IE1ENSFW01;10.204.249.181;10.175.217.82;10012;web-browsing
2026-06-17T10:28:52.100+0000;IE1ENSFW01;10.204.249.181;10.175.217.124;3000;web-browsing
2026-06-17T10:22:02.100+0000;IE1ENSFW01;10.204.249.181;10.175.217.149;10004;web-browsing
2026-06-17T10:16:41.100+0000;IE1ENSFW01;10.204.249.181;10.175.217.245;10003;web-browsing
2026-06-17T12:29:34.100+0000;IE1ENSFW01;10.204.249.144;10.175.218.214;10011;web-browsing
2026-06-17T11:13:54.100+0000;IE1ENSFW01;10.204.249.144;10.175.217.101;40081;web-browsing
2026-06-17T11:05:17.100+0000;IE1ENSFW01;10.204.249.144;10.175.216.101;10009;web-browsing
2026-06-17T11:01:14.100+0000;IE1ENSFW01;10.204.249.144;10.175.217.36;10013;web-browsing
2026-06-17T10:32:36.100+0000;IE1ENSFW01;10.204.249.144;10.175.217.82;10007;web-browsing
2026-06-17T10:27:34.100+0000;IE1ENSFW01;10.204.249.144;10.175.217.124;10007;web-browsing
2026-06-17T10:21:00.100+0000;IE1ENSFW01;10.204.249.144;10.175.217.149;10013;web-browsing
2026-06-17T10:16:28.100+0000;IE1ENSFW01;10.204.249.144;10.175.217.245;10004;web-browsing
2026-06-17T12:29:33.100+0000;IE1ENSFW01;10.204.82.232;10.159.177.89;5671;ssl
2026-06-17T12:29:03.100+0000;IE1ENSFW01;10.204.82.232;10.159.181.113;5671;ssl
2026-06-17T12:27:02.100+0000;IE1ENSFW01;10.204.82.232;10.159.186.224;5671;ssl
2026-06-17T12:29:32.100+0000;IE1ENSFW01;10.136.91.9;10.159.181.113;5671;ssl
2026-06-17T12:29:32.100+0000;IE1ENSFW01;10.136.91.9;10.159.186.224;5671;ssl
2026-06-17T12:27:32.100+0000;IE1ENSFW01;10.136.91.9;10.159.177.89;5671;ssl
2026-06-17T12:29:31.100+0000;IE1ENSFW01;10.204.249.189;10.175.218.214;10002;web-browsing
2026-06-17T11:15:53.100+0000;IE1ENSFW01;10.204.249.189;10.175.217.101;10006;web-browsing
2026-06-17T11:06:02.100+0000;IE1ENSFW01;10.204.249.189;10.175.216.101;40080;web-browsing
2026-06-17T10:57:38.100+0000;IE1ENSFW01;10.204.249.189;10.175.217.36;10012;web-browsing
2026-06-17T10:33:29.100+0000;IE1ENSFW01;10.204.249.189;10.175.217.82;10001;web-browsing
2026-06-17T10:24:54.100+0000;IE1ENSFW01;10.204.249.189;10.175.217.124;10009;web-browsing
2026-06-17T10:20:24.100+0000;IE1ENSFW01;10.204.249.189;10.175.217.149;10010;web-browsing
2026-06-17T10:14:57.100+0000;IE1ENSFW01;10.204.249.189;10.175.217.245;8580;web-browsing
2026-06-17T12:29:25.100+0000;IE1ENSFW01;10.146.2.93;10.246.247.126;48924;incomplete
2026-06-17T12:26:36.100+0000;IE1ENSFW01;10.146.2.93;10.246.241.111;41026;incomplete
2026-06-17T12:26:35.100+0000;IE1ENSFW01;10.146.2.93;10.246.242.218;58602;incomplete
2026-06-17T12:02:07.100+0000;IE1ENSFW01;10.146.2.93;10.246.242.78;52272;incomplete
2026-06-17T11:21:21.100+0000;IE1ENSFW01;10.146.2.93;10.246.240.212;59478;incomplete
2026-06-17T11:21:18.100+0000;IE1ENSFW01;10.146.2.93;10.246.251.199;54944;incomplete
2026-06-17T10:29:49.100+0000;IE1ENSFW01;10.146.2.93;10.246.240.26;60584;incomplete
2026-06-17T10:15:51.100+0000;IE1ENSFW01;10.146.2.93;10.246.248.76;54850;incomplete
2026-06-17T09:44:10.100+0000;IE1ENSFW01;10.146.2.93;10.246.240.61;35384;incomplete
2026-06-17T12:29:24.100+0000;IE1ENSFW01;10.118.100.119;10.44.216.24;62550;non-syn-tcp
2026-06-17T12:08:52.100+0000;IE1ENSFW01;10.118.100.119;10.44.167.179;10696;non-syn-tcp
2026-06-17T11:49:36.100+0000;IE1ENSFW01;10.118.100.119;10.44.170.220;25289;non-syn-tcp
2026-06-17T11:43:20.100+0000;IE1ENSFW01;10.118.100.119;10.44.226.2;1708;non-syn-tcp
2026-06-17T11:23:49.100+0000;IE1ENSFW01;10.118.100.119;10.44.204.140;20329;non-syn-tcp
2026-06-17T11:13:49.100+0000;IE1ENSFW01;10.118.100.119;10.44.201.108;32978;non-syn-tcp
2026-06-17T10:54:47.100+0000;IE1ENSFW01;10.118.100.119;10.44.210.137;21691;non-syn-tcp
2026-06-17T10:36:14.100+0000;IE1ENSFW01;10.118.100.119;10.44.163.75;30603;non-syn-tcp
2026-06-17T12:29:24.100+0000;IE1ENSFW01;10.118.100.124;10.44.216.24;4895;non-syn-tcp
2026-06-17T11:54:37.100+0000;IE1ENSFW01;10.118.100.124;10.44.170.220;51753;non-syn-tcp
2026-06-17T11:30:19.100+0000;IE1ENSFW01;10.118.100.124;10.44.210.137;39027;non-syn-tcp
2026-06-17T10:30:00.100+0000;IE1ENSFW01;10.118.100.124;10.44.163.75;48367;non-syn-tcp
2026-06-17T12:29:23.100+0000;IE1ENSFW01;10.118.85.89;10.175.189.59;8914;non-syn-tcp
2026-06-17T12:29:23.100+0000;IE1ENSFW01;10.118.85.89;10.175.189.91;63062;non-syn-tcp
2026-06-17T12:28:51.100+0000;IE1ENSFW01;10.118.85.89;10.175.189.184;40395;non-syn-tcp
2026-06-17T12:29:22.100+0000;IE1ENSFW01;10.17.128.22;10.175.164.29;3389;ms-rdp
2026-06-17T12:29:07.100+0000;IE1ENSFW01;10.17.128.22;10.175.164.124;3389;ms-rdp
2026-06-17T12:20:52.100+0000;IE1ENSFW01;10.17.128.22;172.30.250.47;39890;incomplete
2026-06-17T12:03:57.100+0000;IE1ENSFW01;10.17.128.22;10.175.164.69;3389;ms-rdp
2026-06-17T11:08:42.100+0000;IE1ENSFW01;10.17.128.22;10.175.164.17;3389;ms-rdp
2026-06-17T11:03:33.100+0000;IE1ENSFW01;10.17.128.22;10.175.164.4;3389;ms-rdp
2026-06-17T09:44:34.100+0000;IE1ENSFW01;10.17.128.22;10.175.164.52;3389;ms-rdp
2026-06-17T12:29:21.100+0000;IE1ENSFW01;10.118.85.84;10.175.189.184;60434;non-syn-tcp
2026-06-17T12:29:21.100+0000;IE1ENSFW01;10.118.85.84;10.175.189.59;42145;non-syn-tcp
2026-06-17T12:29:21.100+0000;IE1ENSFW01;10.118.85.84;10.175.189.91;44350;non-syn-tcp
2026-06-17T12:29:21.100+0000;IE1ENSFW01;10.178.63.172;10.44.167.179;29738;non-syn-tcp
2026-06-17T12:12:19.100+0000;IE1ENSFW01;10.178.63.172;10.44.170.220;62098;non-syn-tcp
2026-06-17T11:36:30.100+0000;IE1ENSFW01;10.178.63.172;10.44.226.2;4073;non-syn-tcp
2026-06-17T10:24:41.100+0000;IE1ENSFW01;10.178.63.172;10.44.201.108;59812;non-syn-tcp
2026-06-17T12:29:20.100+0000;IE1ENSFW01;10.178.63.184;10.44.167.179;55144;non-syn-tcp
2026-06-17T12:12:18.100+0000;IE1ENSFW01;10.178.63.184;10.44.170.220;49727;non-syn-tcp
2026-06-17T11:54:17.100+0000;IE1ENSFW01;10.178.63.184;10.44.226.2;50098;non-syn-tcp
2026-06-17T10:38:41.100+0000;IE1ENSFW01;10.178.63.184;10.44.170.250;9541;non-syn-tcp
2026-06-17T10:24:40.100+0000;IE1ENSFW01;10.178.63.184;10.44.201.108;8555;non-syn-tcp
2026-06-17T12:29:14.100+0000;IE1ENSFW01;10.118.85.72;10.175.189.59;17099;non-syn-tcp
2026-06-17T12:29:14.100+0000;IE1ENSFW01;10.118.85.72;10.175.189.91;24409;non-syn-tcp
2026-06-17T12:29:14.100+0000;IE1ENSFW01;10.118.85.72;10.175.189.184;38386;non-syn-tcp
2026-06-17T12:29:09.100+0000;IE1ENSFW01;10.204.249.170;10.175.218.214;10001;web-browsing
2026-06-17T11:16:27.100+0000;IE1ENSFW01;10.204.249.170;10.175.217.101;10001;web-browsing
2026-06-17T11:04:18.100+0000;IE1ENSFW01;10.204.249.170;10.175.216.101;10014;web-browsing
2026-06-17T10:59:50.100+0000;IE1ENSFW01;10.204.249.170;10.175.217.36;10003;web-browsing
2026-06-17T10:33:58.100+0000;IE1ENSFW01;10.204.249.170;10.175.217.82;10014;web-browsing
2026-06-17T10:27:54.100+0000;IE1ENSFW01;10.204.249.170;10.175.217.124;10010;web-browsing
2026-06-17T10:22:22.100+0000;IE1ENSFW01;10.204.249.170;10.175.217.149;40080;web-browsing
2026-06-17T10:18:53.100+0000;IE1ENSFW01;10.204.249.170;10.175.217.245;8830;web-browsing
2026-06-17T12:29:08.100+0000;IE1ENSFW01;10.204.249.207;10.175.218.214;10013;web-browsing
2026-06-17T11:14:21.100+0000;IE1ENSFW01;10.204.249.207;10.175.217.101;8580;web-browsing
2026-06-17T11:03:08.100+0000;IE1ENSFW01;10.204.249.207;10.175.216.101;10012;web-browsing
2026-06-17T10:57:02.100+0000;IE1ENSFW01;10.204.249.207;10.175.217.36;10007;web-browsing
2026-06-17T10:31:17.100+0000;IE1ENSFW01;10.204.249.207;10.175.217.82;40080;web-browsing
2026-06-17T10:22:58.100+0000;IE1ENSFW01;10.204.249.207;10.175.217.124;40080;web-browsing
2026-06-17T10:19:25.100+0000;IE1ENSFW01;10.204.249.207;10.175.217.245;10001;web-browsing
2026-06-17T10:16:57.100+0000;IE1ENSFW01;10.204.249.207;10.175.217.149;10000;web-browsing
2026-06-17T12:29:06.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.116;3389;ms-rdp
2026-06-17T12:29:04.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.114;3389;ms-rdp
2026-06-17T12:27:03.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.73;3389;ms-rdp
2026-06-17T12:26:52.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.125;3389;ms-rdp
2026-06-17T12:26:49.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.112;3389;ms-rdp
2026-06-17T12:25:17.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.111;3389;ms-rdp
2026-06-17T12:23:12.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.105;3389;ms-rdp
2026-06-17T12:22:55.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.51;3389;ms-rdp
2026-06-17T12:21:58.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.7;3389;ms-rdp
2026-06-17T12:21:17.100+0000;IE1ENSFW01;10.40.9.144;10.175.209.36;3389;ms-rdp
2026-06-17T12:21:04.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.122;3389;ms-rdp
2026-06-17T12:20:46.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.124;3389;ms-rdp
2026-06-17T12:20:05.100+0000;IE1ENSFW01;10.40.9.144;10.175.208.46;3389;ms-rdp
2026-06-17T12:19:51.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.102;3389;ms-rdp
2026-06-17T12:17:46.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.54;3389;ms-rdp
2026-06-17T12:16:32.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.61;3389;ms-rdp
2026-06-17T12:15:45.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.81;3389;ms-rdp
2026-06-17T12:15:32.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.29;3389;ms-rdp
2026-06-17T12:11:21.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.56;3389;ms-rdp
2026-06-17T12:09:56.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.23;3389;ms-rdp
2026-06-17T12:02:15.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.34;3389;ms-rdp
2026-06-17T11:59:46.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.182;3389;ms-rdp
2026-06-17T11:53:21.100+0000;IE1ENSFW01;10.40.9.144;10.175.208.101;3389;ms-rdp
2026-06-17T11:47:37.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.78;3389;ms-rdp
2026-06-17T09:58:25.100+0000;IE1ENSFW01;10.40.9.144;172.21.232.5;3389;ms-rdp
2026-06-17T12:28:59.100+0000;IE1ENSFW01;10.42.9.144;10.175.209.78;3389;ms-rdp
2026-06-17T11:49:00.100+0000;IE1ENSFW01;10.42.9.144;10.175.208.145;3389;ms-rdp
2026-06-17T11:46:08.100+0000;IE1ENSFW01;10.42.9.144;172.21.232.114;3389;ms-rdp
2026-06-17T10:09:36.100+0000;IE1ENSFW01;10.42.9.144;10.175.208.101;3389;ms-rdp
2026-06-17T12:28:43.100+0000;IE1ENSFW01;10.204.249.202;10.175.218.214;10000;web-browsing
2026-06-17T11:16:31.100+0000;IE1ENSFW01;10.204.249.202;10.175.217.101;8580;web-browsing
2026-06-17T11:06:31.100+0000;IE1ENSFW01;10.204.249.202;10.175.216.101;10002;web-browsing
2026-06-17T11:00:58.100+0000;IE1ENSFW01;10.204.249.202;10.175.217.36;40080;web-browsing
2026-06-17T10:31:55.100+0000;IE1ENSFW01;10.204.249.202;10.175.217.82;10012;web-browsing
2026-06-17T10:29:42.100+0000;IE1ENSFW01;10.204.249.202;10.175.217.124;8830;web-browsing
2026-06-17T10:14:23.100+0000;IE1ENSFW01;10.204.249.202;10.175.217.245;10010;web-browsing
2026-06-17T10:11:11.100+0000;IE1ENSFW01;10.204.249.202;10.175.217.149;40080;web-browsing
2026-06-17T12:28:39.100+0000;IE1ENSFW01;10.145.5.50;10.246.180.215;43452;incomplete
2026-06-17T12:07:02.100+0000;IE1ENSFW01;10.145.5.50;10.246.179.99;40716;incomplete
2026-06-17T11:55:04.100+0000;IE1ENSFW01;10.145.5.50;10.246.187.155;47520;incomplete
2026-06-17T11:47:15.100+0000;IE1ENSFW01;10.145.5.50;10.246.178.125;36124;incomplete
2026-06-17T11:41:16.100+0000;IE1ENSFW01;10.145.5.50;10.246.187.122;46808;incomplete
2026-06-17T11:34:04.100+0000;IE1ENSFW01;10.145.5.50;10.246.179.117;47488;incomplete
2026-06-17T11:07:22.100+0000;IE1ENSFW01;10.145.5.50;10.246.184.197;59446;incomplete
2026-06-17T11:01:22.100+0000;IE1ENSFW01;10.145.5.50;10.246.183.153;43760;incomplete
2026-06-17T10:49:21.100+0000;IE1ENSFW01;10.145.5.50;10.246.186.252;49790;incomplete
2026-06-17T09:51:11.100+0000;IE1ENSFW01;10.145.5.50;10.246.184.161;36860;incomplete
2026-06-17T09:47:07.100+0000;IE1ENSFW01;10.145.5.50;10.246.176.21;33702;incomplete
2026-06-17T12:28:39.100+0000;IE1ENSFW01;10.146.2.20;10.246.240.26;57038;incomplete
2026-06-17T12:19:30.100+0000;IE1ENSFW01;10.146.2.20;10.246.244.166;54022;incomplete
2026-06-17T12:16:48.100+0000;IE1ENSFW01;10.146.2.20;10.246.248.235;54552;incomplete
2026-06-17T12:09:23.100+0000;IE1ENSFW01;10.146.2.20;10.246.247.250;41948;incomplete
2026-06-17T11:21:21.100+0000;IE1ENSFW01;10.146.2.20;10.246.247.59;33574;incomplete
2026-06-17T11:02:50.100+0000;IE1ENSFW01;10.146.2.20;10.246.249.230;41274;incomplete
2026-06-17T10:38:54.100+0000;IE1ENSFW01;10.146.2.20;10.246.241.110;59550;incomplete
2026-06-17T10:29:51.100+0000;IE1ENSFW01;10.146.2.20;10.246.251.59;52674;incomplete
2026-06-17T09:48:09.100+0000;IE1ENSFW01;10.146.2.20;10.246.241.210;36132;incomplete
2026-06-17T12:28:39.100+0000;IE1ENSFW01;10.163.128.97;10.175.189.59;23259;incomplete
2026-06-17T11:46:40.100+0000;IE1ENSFW01;10.163.128.97;10.175.189.184;52415;incomplete
2026-06-17T10:42:40.100+0000;IE1ENSFW01;10.163.128.97;10.175.189.91;64048;incomplete
2026-06-17T12:28:39.100+0000;IE1ENSFW01;10.145.2.20;10.246.243.212;35706;incomplete
2026-06-17T12:28:32.100+0000;IE1ENSFW01;10.145.2.20;10.246.251.194;48966;incomplete
2026-06-17T12:28:32.100+0000;IE1ENSFW01;10.145.2.20;10.246.240.61;49128;incomplete
2026-06-17T12:28:31.100+0000;IE1ENSFW01;10.145.2.20;10.246.251.157;45894;incomplete
2026-06-17T12:22:31.100+0000;IE1ENSFW01;10.145.2.20;10.246.246.93;52638;incomplete
2026-06-17T12:22:31.100+0000;IE1ENSFW01;10.145.2.20;10.246.244.100;46474;incomplete
2026-06-17T12:12:53.100+0000;IE1ENSFW01;10.145.2.20;10.246.247.12;47974;incomplete
2026-06-17T12:03:03.100+0000;IE1ENSFW01;10.145.2.20;10.246.245.254;52660;incomplete
2026-06-17T11:59:02.100+0000;IE1ENSFW01;10.145.2.20;10.246.241.110;54402;incomplete
2026-06-17T11:55:03.100+0000;IE1ENSFW01;10.145.2.20;10.246.251.202;57924;incomplete
2026-06-17T11:55:03.100+0000;IE1ENSFW01;10.145.2.20;10.246.244.166;58628;incomplete
2026-06-17T11:47:15.100+0000;IE1ENSFW01;10.145.2.20;10.246.241.111;37766;incomplete
2026-06-17T11:28:02.100+0000;IE1ENSFW01;10.145.2.20;10.246.247.250;43140;incomplete
2026-06-17T11:24:04.100+0000;IE1ENSFW01;10.145.2.20;10.246.248.235;34726;incomplete
2026-06-17T11:05:21.100+0000;IE1ENSFW01;10.145.2.20;10.246.242.78;50708;incomplete
2026-06-17T11:03:22.100+0000;IE1ENSFW01;10.145.2.20;10.246.249.111;42842;incomplete
2026-06-17T10:43:22.100+0000;IE1ENSFW01;10.145.2.20;10.246.251.199;44104;incomplete
2026-06-17T10:43:22.100+0000;IE1ENSFW01;10.145.2.20;10.246.241.210;51900;incomplete
2026-06-17T10:32:56.100+0000;IE1ENSFW01;10.145.2.20;10.246.247.106;41396;incomplete
2026-06-17T10:13:52.100+0000;IE1ENSFW01;10.145.2.20;10.246.248.76;48278;incomplete
2026-06-17T09:55:11.100+0000;IE1ENSFW01;10.145.2.20;10.246.249.134;56770;incomplete
2026-06-17T09:51:09.100+0000;IE1ENSFW01;10.145.2.20;10.246.248.132;35480;incomplete
2026-06-17T12:28:38.100+0000;IE1ENSFW01;10.146.5.52;10.246.251.199;44306;incomplete
2026-06-17T12:28:38.100+0000;IE1ENSFW01;10.146.5.52;10.246.249.230;52998;incomplete
2026-06-17T12:28:38.100+0000;IE1ENSFW01;10.145.2.154;10.246.248.76;40640;incomplete
2026-06-17T12:24:32.100+0000;IE1ENSFW01;10.145.2.154;10.246.240.26;54576;incomplete
2026-06-17T12:24:31.100+0000;IE1ENSFW01;10.145.2.154;10.246.247.126;58622;incomplete
2026-06-17T12:14:54.100+0000;IE1ENSFW01;10.145.2.154;10.246.250.15;41478;incomplete
2026-06-17T12:09:02.100+0000;IE1ENSFW01;10.145.2.154;10.246.245.254;50318;incomplete
2026-06-17T12:03:03.100+0000;IE1ENSFW01;10.145.2.154;10.246.249.230;57260;incomplete
2026-06-17T12:03:03.100+0000;IE1ENSFW01;10.145.2.154;10.246.244.166;47748;incomplete
2026-06-17T11:55:04.100+0000;IE1ENSFW01;10.145.2.154;10.246.249.134;47074;incomplete
2026-06-17T11:55:04.100+0000;IE1ENSFW01;10.145.2.154;10.246.247.59;45322;incomplete
2026-06-17T11:55:02.100+0000;IE1ENSFW01;10.145.2.154;10.246.250.226;42874;incomplete
2026-06-17T11:41:16.100+0000;IE1ENSFW01;10.145.2.154;10.246.241.111;35242;incomplete
2026-06-17T11:28:04.100+0000;IE1ENSFW01;10.145.2.154;10.246.240.85;40182;incomplete
2026-06-17T11:23:58.100+0000;IE1ENSFW01;10.145.2.154;10.246.251.157;51394;incomplete
2026-06-17T11:06:37.100+0000;IE1ENSFW01;10.145.2.154;10.246.246.199;42518;incomplete
2026-06-17T10:49:21.100+0000;IE1ENSFW01;10.145.2.154;10.246.242.38;51850;incomplete
2026-06-17T10:46:38.100+0000;IE1ENSFW01;10.145.2.154;10.246.244.210;38706;incomplete
2026-06-17T12:28:31.100+0000;IE1ENSFW01;10.145.4.156;10.246.182.186;44510;incomplete
2026-06-17T12:26:38.100+0000;IE1ENSFW01;10.145.4.156;10.246.183.121;37468;incomplete
2026-06-17T12:17:34.100+0000;IE1ENSFW01;10.145.4.156;10.246.183.153;40252;incomplete
2026-06-17T12:16:51.100+0000;IE1ENSFW01;10.145.4.156;10.246.178.246;41328;incomplete
2026-06-17T11:55:03.100+0000;IE1ENSFW01;10.145.4.156;10.246.184.10;36002;incomplete
2026-06-17T11:49:16.100+0000;IE1ENSFW01;10.145.4.156;10.246.182.66;36264;incomplete
2026-06-17T11:47:16.100+0000;IE1ENSFW01;10.145.4.156;10.246.182.17;56006;incomplete
2026-06-17T11:45:15.100+0000;IE1ENSFW01;10.145.4.156;10.246.186.206;40988;incomplete
2026-06-17T11:30:05.100+0000;IE1ENSFW01;10.145.4.156;10.246.178.158;52618;incomplete
2026-06-17T11:28:02.100+0000;IE1ENSFW01;10.145.4.156;10.246.177.74;43836;incomplete
2026-06-17T10:58:38.100+0000;IE1ENSFW01;10.145.4.156;10.246.180.215;37124;incomplete
2026-06-17T10:50:37.100+0000;IE1ENSFW01;10.145.4.156;10.246.187.93;36516;incomplete
2026-06-17T10:34:56.100+0000;IE1ENSFW01;10.145.4.156;10.246.180.184;59016;incomplete
2026-06-17T09:51:11.100+0000;IE1ENSFW01;10.145.4.156;10.246.186.27;48338;incomplete
2026-06-17T12:28:31.100+0000;IE1ENSFW01;10.145.5.49;10.246.69.116;51502;incomplete
2026-06-17T12:22:32.100+0000;IE1ENSFW01;10.145.5.49;10.246.68.198;38872;incomplete
2026-06-17T12:16:53.100+0000;IE1ENSFW01;10.145.5.49;10.246.67.0;43678;incomplete
2026-06-17T12:03:03.100+0000;IE1ENSFW01;10.145.5.49;10.246.65.109;44460;incomplete
2026-06-17T11:55:02.100+0000;IE1ENSFW01;10.145.5.49;10.246.67.214;41822;incomplete
2026-06-17T11:51:31.100+0000;IE1ENSFW01;10.145.5.49;10.246.69.71;44240;incomplete
2026-06-17T11:49:16.100+0000;IE1ENSFW01;10.145.5.49;10.246.69.224;56792;incomplete
2026-06-17T11:37:16.100+0000;IE1ENSFW01;10.145.5.49;10.246.69.114;38004;incomplete
2026-06-17T11:32:05.100+0000;IE1ENSFW01;10.145.5.49;10.246.68.129;50224;incomplete
2026-06-17T10:28:55.100+0000;IE1ENSFW01;10.145.5.49;10.246.66.88;44544;incomplete
2026-06-17T09:49:11.100+0000;IE1ENSFW01;10.145.5.49;10.246.64.158;55602;incomplete
2026-06-17T12:28:08.100+0000;IE1ENSFW01;10.204.249.133;10.175.218.214;10010;web-browsing
2026-06-17T11:11:27.100+0000;IE1ENSFW01;10.204.249.133;10.175.217.101;10001;web-browsing
2026-06-17T11:04:29.100+0000;IE1ENSFW01;10.204.249.133;10.175.216.101;10000;web-browsing
2026-06-17T11:02:06.100+0000;IE1ENSFW01;10.204.249.133;10.175.217.36;10000;web-browsing
2026-06-17T10:32:00.100+0000;IE1ENSFW01;10.204.249.133;10.175.217.82;10000;web-browsing
2026-06-17T10:27:17.100+0000;IE1ENSFW01;10.204.249.133;10.175.217.124;10003;web-browsing
2026-06-17T10:18:43.100+0000;IE1ENSFW01;10.204.249.133;10.175.217.149;8580;web-browsing
2026-06-17T10:15:35.100+0000;IE1ENSFW01;10.204.249.133;10.175.217.245;10000;web-browsing
2026-06-17T12:27:45.100+0000;IE1ENSFW01;10.204.249.164;10.175.218.214;10012;web-browsing
2026-06-17T11:14:53.100+0000;IE1ENSFW01;10.204.249.164;10.175.217.101;3000;web-browsing
2026-06-17T11:06:25.100+0000;IE1ENSFW01;10.204.249.164;10.175.216.101;10012;web-browsing
2026-06-17T10:58:06.100+0000;IE1ENSFW01;10.204.249.164;10.175.217.36;3000;web-browsing
2026-06-17T10:32:21.100+0000;IE1ENSFW01;10.204.249.164;10.175.217.82;10005;web-browsing
2026-06-17T10:26:10.100+0000;IE1ENSFW01;10.204.249.164;10.175.217.124;40080;web-browsing
2026-06-17T10:22:57.100+0000;IE1ENSFW01;10.204.249.164;10.175.217.149;10013;web-browsing
2026-06-17T10:14:29.100+0000;IE1ENSFW01;10.204.249.164;10.175.217.245;10014;web-browsing
2026-06-17T12:27:23.100+0000;IE1ENSFW01;10.204.249.131;10.175.218.214;10014;web-browsing
2026-06-17T11:16:03.100+0000;IE1ENSFW01;10.204.249.131;10.175.217.101;10000;web-browsing
2026-06-17T11:06:44.100+0000;IE1ENSFW01;10.204.249.131;10.175.216.101;3000;web-browsing
2026-06-17T11:01:57.100+0000;IE1ENSFW01;10.204.249.131;10.175.217.36;8580;web-browsing
2026-06-17T10:32:58.100+0000;IE1ENSFW01;10.204.249.131;10.175.217.82;10004;web-browsing
2026-06-17T10:25:44.100+0000;IE1ENSFW01;10.204.249.131;10.175.217.124;10012;web-browsing
2026-06-17T10:21:53.100+0000;IE1ENSFW01;10.204.249.131;10.175.217.149;10011;web-browsing
2026-06-17T10:14:18.100+0000;IE1ENSFW01;10.204.249.131;10.175.217.245;10012;web-browsing
2026-06-17T12:27:22.100+0000;IE1ENSFW01;10.204.249.232;10.175.218.214;10007;web-browsing
2026-06-17T11:16:16.100+0000;IE1ENSFW01;10.204.249.232;10.175.217.101;10013;web-browsing
2026-06-17T11:01:43.100+0000;IE1ENSFW01;10.204.249.232;10.175.216.101;40081;web-browsing
2026-06-17T10:53:00.100+0000;IE1ENSFW01;10.204.249.232;10.175.217.36;10004;web-browsing
2026-06-17T10:31:38.100+0000;IE1ENSFW01;10.204.249.232;10.175.217.82;8580;web-browsing
2026-06-17T10:24:21.100+0000;IE1ENSFW01;10.204.249.232;10.175.217.124;10008;web-browsing
2026-06-17T10:21:08.100+0000;IE1ENSFW01;10.204.249.232;10.175.217.149;9580;web-browsing
2026-06-17T10:18:38.100+0000;IE1ENSFW01;10.204.249.232;10.175.217.245;9580;web-browsing
2026-06-17T12:27:11.100+0000;IE1ENSFW01;10.204.249.212;10.175.218.214;10002;web-browsing
2026-06-17T11:15:44.100+0000;IE1ENSFW01;10.204.249.212;10.175.217.101;10011;web-browsing
2026-06-17T11:04:50.100+0000;IE1ENSFW01;10.204.249.212;10.175.216.101;10005;web-browsing
2026-06-17T10:55:32.100+0000;IE1ENSFW01;10.204.249.212;10.175.217.36;8580;web-browsing
2026-06-17T10:33:13.100+0000;IE1ENSFW01;10.204.249.212;10.175.217.82;40080;web-browsing
2026-06-17T10:29:39.100+0000;IE1ENSFW01;10.204.249.212;10.175.217.124;8580;web-browsing
2026-06-17T10:22:09.100+0000;IE1ENSFW01;10.204.249.212;10.175.217.149;10012;web-browsing
